Customer Id,Probability
"15,649,160",0.0000
"15,697,310",0.0000
"15,589,881",0.0000
"15,591,248",0.0000
"15,761,554",0.0000
"15,686,885",0.0000
"15,703,177",0.0000
"15,812,470",0.0000
"15,682,686",0.0000
"15,627,699",0.0000
"15,573,520",0.0000
"15,712,483",0.0000
"15,693,382",0.0000
"15,692,137",0.0000
"15,707,602",0.0000
"15,766,663",0.0000
"15,722,535",0.0000
"15,800,049",0.0000
"15,592,773",0.0000
"15,680,643",0.0000
"15,809,837",0.0000
"15,665,374",0.0000
"15,567,834",0.0000
"15,671,293",0.0000
"15,571,571",0.0000
"15,598,266",0.0000
"15,623,072",0.0000
"15,680,895",0.0000
"15,636,478",0.0000
"15,762,392",0.0000
"15,686,461",0.0000
"15,598,586",0.0000
"15,772,941",0.0000
"15,690,169",0.0000
"15,608,804",0.0000
"15,591,035",0.0000
"15,716,276",0.0000
"15,647,898",0.0000
"15,805,212",0.0000
"15,796,569",0.0000
"15,591,552",0.0000
"15,740,356",0.0000
"15,733,602",0.0000
"15,751,137",0.0000
"15,810,723",0.0000
"15,607,986",0.0000
"15,704,081",0.0000
"15,611,318",0.0000
"15,809,800",0.0000
"15,752,601",0.0000
"15,728,082",0.0000
"15,621,244",0.0000
"15,679,801",0.0000
"15,815,095",0.0000
"15,664,615",0.0000
"15,796,111",0.0000
"15,571,284",0.0000
"15,580,914",0.0000
"15,638,610",0.0000
"15,720,725",0.0000
"15,691,150",0.0000
"15,697,844",0.0000
"15,723,884",0.0000
"15,641,715",0.0000
"15,750,055",0.0000
"15,785,367",0.0000
"15,803,682",0.0000
"15,781,975",0.0000
"15,732,943",0.0000
"15,781,574",0.0000
"15,672,912",0.0000
"15,583,067",0.0000
"15,707,681",0.0000
"15,593,694",0.0000
"15,740,458",0.0000
"15,770,255",0.0000
"15,748,499",0.0000
"15,807,546",0.0000
"15,677,112",0.0000
"15,588,854",0.0000
"15,802,071",0.0000
"15,659,031",0.0000
"15,698,522",0.0000
"15,622,507",0.0000
"15,770,406",0.0000
"15,674,583",0.0000
"15,684,512",0.0000
"15,811,690",0.0000
"15,738,487",0.0000
"15,632,789",0.0000
"15,705,506",0.0000
"15,578,722",0.0000
"15,598,614",0.0000
"15,773,869",0.0000
"15,668,830",0.0000
"15,587,038",0.0000
"15,699,294",0.0000
"15,597,536",0.0000
"15,789,201",0.0000
"15,694,677",0.0000
"15,701,738",0.0000
"15,785,339",0.0000
"15,790,630",0.0000
"15,676,909",0.0000
"15,690,898",0.0000
"15,701,081",0.0000
"15,710,138",0.0000
"15,773,421",0.0000
"15,591,360",0.0000
"15,671,582",0.0000
"15,801,817",0.0000
"15,591,107",0.0000
"15,768,449",0.0000
"15,580,579",0.0000
"15,722,479",0.0000
"15,622,729",0.0000
"15,611,189",0.0000
"15,794,868",0.0000
"15,640,521",0.0000
"15,704,315",0.0000
"15,773,789",0.0000
"15,632,669",0.0000
"15,585,192",0.0000
"15,585,928",0.0000
"15,666,012",0.0000
"15,690,772",0.0000
"15,569,682",0.0000
"15,730,360",0.0000
"15,725,002",0.0000
"15,613,673",0.0000
"15,592,326",0.0000
"15,621,546",0.0000
"15,713,983",0.0000
"15,783,859",0.0000
"15,706,602",0.0000
"15,790,689",0.0000
"15,725,776",0.0000
"15,648,681",0.0000
"15,747,757",0.0000
"15,636,767",0.0000
"15,740,411",0.0000
"15,603,683",0.0000
"15,762,799",0.0000
"15,702,149",0.0000
"15,673,238",0.0000
"15,809,909",0.0000
"15,664,793",0.0000
"15,776,156",0.0000
"15,660,871",0.0000
"15,763,194",0.0000
"15,735,330",0.0000
"15,643,056",0.0000
"15,768,295",0.0000
"15,625,311",0.0000
"15,604,196",0.0000
"15,745,804",0.0000
"15,788,224",0.0000
"15,759,133",0.0000
"15,659,100",0.0000
"15,713,250",0.0000
"15,689,786",0.0000
"15,701,885",0.0000
"15,569,917",0.0000
"15,810,485",0.0000
"15,642,934",0.0000
"15,713,160",0.0000
"15,670,646",0.0000
"15,631,451",0.0000
"15,705,379",0.0000
"15,673,747",0.0000
"15,724,851",0.0000
"15,587,266",0.0000
"15,624,423",0.0000
"15,787,229",0.0000
"15,676,156",0.0000
"15,597,709",0.0000
"15,709,252",0.0000
"15,720,644",0.0000
"15,680,901",0.0000
"15,753,550",0.0000
"15,796,413",0.0000
"15,604,130",0.0000
"15,679,622",0.0000
"15,657,778",0.0000
"15,773,776",0.0000
"15,764,922",0.0000
"15,670,029",0.0000
"15,681,755",0.0000
"15,681,509",0.0000
"15,575,430",0.0000
"15,655,658",0.0000
"15,776,921",0.0000
"15,567,860",0.0000
"15,795,690",0.0000
"15,716,347",0.0000
"15,750,104",0.0000
"15,642,448",0.0000
"15,758,477",0.0000
"15,573,798",0.0000
"15,594,812",0.0000
"15,815,040",0.0000
"15,690,153",0.0000
"15,686,913",0.0000
"15,793,825",0.0000
"15,788,442",0.0000
"15,711,977",0.0000
"15,590,234",0.0000
"15,761,854",0.0000
"15,696,287",0.0000
"15,657,228",0.0000
"15,668,889",0.0000
"15,646,535",0.0000
"15,757,467",0.0000
"15,620,832",0.0000
"15,568,469",0.0000
"15,682,576",0.0000
"15,748,432",0.0000
"15,763,579",0.0000
"15,782,159",0.0000
"15,632,503",0.0000
"15,599,440",0.0000
"15,696,361",0.0000
"15,596,165",0.0000
"15,749,964",0.0000
"15,662,189",0.0000
"15,586,479",0.0000
"15,754,578",0.0000
"15,700,300",0.0000
"15,718,921",0.0000
"15,791,944",0.0000
"15,711,635",0.0000
"15,633,944",0.0000
"15,801,072",0.0000
"15,594,305",0.0000
"15,797,767",0.0000
"15,683,993",0.0000
"15,717,700",0.0000
"15,586,183",0.0000
"15,576,680",0.0000
"15,615,832",0.0000
"15,604,963",0.0000
"15,744,044",0.0000
"15,737,998",0.0000
"15,647,295",0.0000
"15,698,749",0.0000
"15,765,487",0.0000
"15,704,581",0.0000
"15,697,460",0.0000
"15,646,190",0.0000
"15,751,167",0.0000
"15,627,365",0.0000
"15,594,133",0.0000
"15,767,264",0.0000
"15,593,345",0.0000
"15,679,394",0.0000
"15,591,010",0.0000
"15,592,412",0.0000
"15,620,570",0.0000
"15,704,509",0.0000
"15,778,345",0.0000
"15,632,010",0.0000
"15,607,988",0.0000
"15,688,264",0.0000
"15,577,515",0.0000
"15,727,811",0.0000
"15,804,235",0.0000
"15,768,600",0.0000
"15,728,906",0.0000
"15,815,443",0.0000
"15,598,802",0.0000
"15,671,987",0.0000
"15,763,108",0.0000
"15,786,539",0.0000
"15,656,417",0.0000
"15,735,572",0.0000
"15,708,236",0.0000
"15,808,386",0.0000
"15,667,451",0.0000
"15,599,152",0.0000
"15,811,742",0.0000
"15,632,275",0.0000
"15,660,390",0.0000
"15,600,975",0.0000
"15,726,466",0.0000
"15,795,079",0.0000
"15,609,823",0.0000
"15,708,714",0.0000
"15,653,147",0.0000
"15,767,358",0.0000
"15,808,223",0.0000
"15,652,667",0.0000
"15,617,065",0.0000
"15,720,529",0.0000
"15,658,504",0.0000
"15,720,353",0.0000
"15,737,542",0.0001
"15,688,210",0.0001
"15,608,688",0.0001
"15,648,876",0.0001
"15,629,133",0.0001
"15,665,590",0.0001
"15,812,918",0.0001
"15,715,907",0.0001
"15,694,530",0.0001
"15,767,729",0.0001
"15,592,914",0.0001
"15,736,420",0.0001
"15,587,297",0.0001
"15,615,670",0.0001
"15,748,691",0.0001
"15,615,176",0.0001
"15,808,023",0.0001
"15,729,377",0.0001
"15,711,446",0.0001
"15,791,769",0.0001
"15,605,791",0.0001
"15,723,989",0.0001
"15,605,872",0.0001
"15,706,762",0.0001
"15,790,113",0.0001
"15,641,007",0.0001
"15,590,434",0.0001
"15,652,289",0.0001
"15,646,521",0.0001
"15,569,595",0.0001
"15,729,771",0.0001
"15,748,986",0.0001
"15,624,595",0.0001
"15,654,760",0.0001
"15,611,794",0.0001
"15,686,670",0.0001
"15,771,856",0.0001
"15,587,443",0.0001
"15,624,850",0.0001
"15,579,583",0.0001
"15,688,059",0.0001
"15,732,884",0.0001
"15,599,535",0.0001
"15,788,131",0.0001
"15,784,526",0.0001
"15,567,839",0.0001
"15,665,181",0.0001
"15,765,093",0.0001
"15,812,766",0.0001
"15,623,668",0.0001
"15,711,249",0.0001
"15,635,244",0.0001
"15,706,268",0.0001
"15,735,221",0.0001
"15,625,501",0.0001
"15,731,166",0.0001
"15,700,511",0.0001
"15,663,942",0.0001
"15,687,765",0.0001
"15,729,718",0.0001
"15,802,106",0.0001
"15,671,014",0.0001
"15,730,287",0.0002
"15,726,167",0.0002
"15,660,263",0.0002
"15,700,046",0.0002
"15,596,797",0.0002
"15,672,357",0.0002
"15,620,103",0.0002
"15,801,441",0.0002
"15,776,494",0.0002
"15,742,297",0.0002
"15,778,142",0.0002
"15,642,063",0.0002
"15,642,391",0.0002
"15,665,014",0.0002
"15,735,106",0.0002
"15,706,637",0.0002
"15,654,625",0.0002
"15,750,545",0.0002
"15,565,714",0.0002
"15,652,658",0.0002
"15,721,507",0.0002
"15,745,375",0.0002
"15,598,574",0.0002
"15,644,878",0.0002
"15,798,895",0.0002
"15,702,571",0.0002
"15,614,813",0.0002
"15,649,379",0.0002
"15,705,343",0.0002
"15,622,083",0.0002
"15,793,317",0.0002
"15,768,342",0.0002
"15,788,634",0.0003
"15,748,552",0.0003
"15,689,692",0.0003
"15,813,363",0.0003
"15,643,574",0.0003
"15,769,356",0.0003
"15,581,871",0.0003
"15,589,541",0.0003
"15,766,906",0.0003
"15,631,685",0.0003
"15,692,430",0.0003
"15,715,519",0.0003
"15,748,649",0.0003
"15,593,178",0.0003
"15,571,121",0.0003
"15,746,258",0.0003
"15,769,980",0.0003
"15,796,813",0.0003
"15,779,586",0.0003
"15,702,030",0.0003
"15,791,326",0.0003
"15,797,246",0.0004
"15,753,591",0.0004
"15,790,254",0.0004
"15,740,487",0.0004
"15,667,588",0.0004
"15,623,210",0.0004
"15,748,532",0.0004
"15,683,276",0.0004
"15,786,237",0.0004
"15,711,759",0.0004
"15,757,306",0.0004
"15,734,578",0.0004
"15,698,271",0.0004
"15,642,336",0.0005
"15,570,508",0.0005
"15,660,144",0.0005
"15,617,991",0.0005
"15,636,562",0.0005
"15,565,996",0.0005
"15,768,777",0.0005
"15,761,733",0.0005
"15,764,841",0.0005
"15,636,626",0.0005
"15,802,869",0.0005
"15,611,973",0.0006
"15,793,366",0.0006
"15,581,700",0.0006
"15,682,540",0.0007
"15,627,328",0.0007
"15,642,001",0.0007
"15,730,150",0.0007
"15,800,773",0.0007
"15,630,592",0.0007
"15,575,146",0.0008
"15,700,549",0.0008
"15,766,734",0.0008
"15,571,081",0.0008
"15,787,693",0.0008
"15,730,673",0.0008
"15,709,459",0.0008
"15,779,207",0.0008
"15,573,077",0.0009
"15,707,042",0.0009
"15,778,589",0.0009
"15,660,528",0.0010
"15,650,313",0.0010
"15,779,492",0.0011
"15,662,854",0.0011
"15,645,571",0.0012
"15,615,296",0.0012
"15,672,894",0.0014
"15,641,733",0.0015
"15,752,139",0.0016
"15,664,720",0.0016
"15,606,554",0.0016
"15,699,963",0.0017
"15,672,637",0.0017
"15,769,548",0.0018
"15,711,742",0.0019
"15,609,758",0.0019
"15,638,751",0.0019
"15,588,019",0.0019
"15,645,820",0.0020
"15,644,400",0.0020
"15,567,919",0.0021
"15,719,940",0.0022
"15,684,440",0.0023
"15,662,152",0.0023
"15,575,438",0.0023
"15,701,687",0.0024
"15,782,089",0.0026
"15,638,983",0.0026
"15,705,918",0.0027
"15,675,926",0.0028
"15,741,633",0.0029
"15,651,868",0.0030
"15,678,779",0.0030
"15,649,101",0.0030
"15,716,082",0.0031
"15,665,087",0.0033
"15,770,995",0.0033
"15,568,162",0.0035
"15,611,409",0.0036
"15,609,987",0.0036
"15,752,344",0.0037
"15,736,533",0.0041
"15,651,460",0.0042
"15,736,510",0.0045
"15,603,565",0.0045
"15,600,027",0.0051
"15,692,408",0.0051
"15,795,527",0.0055
"15,638,272",0.0060
"15,737,627",0.0062
"15,666,297",0.0064
"15,736,399",0.0070
"15,608,595",0.0072
"15,667,934",0.0075
"15,618,258",0.0076
"15,805,261",0.0080
"15,800,554",0.0081
"15,696,120",0.0083
"15,610,042",0.0086
"15,593,834",0.0087
"15,655,464",0.0090
"15,699,839",0.0116
"15,739,548",0.0128
"15,761,158",0.0132
"15,609,070",0.0134
"15,593,959",0.0139
"15,752,578",0.0140
"15,636,454",0.0143
"15,699,340",0.0146
"15,608,916",0.0159
"15,575,605",0.0189
"15,756,538",0.0189
"15,592,999",0.0190
"15,737,909",0.0190
"15,728,523",0.0206
"15,783,883",0.0235
"15,629,750",0.0265
"15,734,008",0.0277
"15,666,096",0.0296
"15,611,682",0.0297
"15,571,415",0.0345
"15,644,453",0.0365
"15,794,204",0.0369
"15,742,009",0.0424
"15,646,594",0.0505
"15,721,504",0.0538
"15,648,069",0.0573
"15,694,666",0.0595
"15,687,634",0.0632
"15,801,473",0.0699
"15,711,299",0.0709
"15,731,586",0.1158
"15,666,166",0.1644
"15,757,434",0.1644
"15,673,907",0.1644
"15,599,272",0.2986
"15,699,238",0.3247
"15,577,771",0.4319
"15,792,107",0.5102
"15,813,192",0.7506
"15,635,598",0.9004
"15,808,662",0.9448
"15,650,591",0.9457
"15,675,450",0.9486
"15,646,082",0.9497
"15,684,722",0.9522
"15,717,629",0.9553
"15,757,188",0.9582
"15,766,183",0.9603
"15,776,545",0.9615
"15,623,369",0.9625
"15,647,191",0.9640
"15,604,536",0.9659
"15,633,608",0.9676
"15,734,649",0.9787
"15,793,896",0.9809
"15,772,329",0.9937
